Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,CLV_range,CLV_scaled
IL42365,Arizona,4804.35851,No,Extended,High School or Below,1/29/2011,Employed,F,51962,Suburban,Married,125,8,2,4,1,Personal Auto,Personal L2,Offer1,Branch,788.206874,Sports Car,Medsize,0,-0.19642518812881832
SY36127,California,2874.08847,No,Basic,Master,2/28/2011,Employed,F,33462,Rural,Married,72,12,9,0,1,Personal Auto,Personal L3,Offer2,Branch,112.425578,Four-Door Car,Medsize,0,-0.5849724849382076
JO90877,Washington,2869.997625,No,Basic,Bachelor,2/18/2011,Employed,F,70974,Suburban,Married,71,15,0,0,1,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Large,0,-0.5857959379957997
QZ42725,Washington,2310.882998,No,Basic,Bachelor,1/1/2011,Unemployed,F,0,Suburban,Single,64,12,24,0,1,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize,0,-0.6983410598832221
KU85991,California,2592.437797,Yes,Basic,High School or Below,1/2/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,312.0,Four-Door Car,Small,0,-0.6416664217299196
SD64087,California,15014.0927,No,Premium,College,1/19/2011,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,0,1.8587093466572575
DH68319,Oregon,2787.5014530000003,No,Basic,College,1/1/2011,Employed,F,62506,Suburban,Married,69,3,90,0,1,Personal Auto,Personal L1,Offer1,Branch,331.2,Two-Door Car,Large,0,-0.6024017309488532
QJ65472,California,29232.69297,No,Premium,High School or Below,2/15/2011,Medical Leave,M,28613,Suburban,Single,114,17,8,0,2,Personal Auto,Personal L2,Offer1,Agent,820.8,Four-Door Car,Small,1,4.720795264605688
WG51330,Arizona,5635.294733,No,Basic,College,1/25/2011,Employed,M,59325,Urban,Married,71,13,75,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,229.686659,Four-Door Car,Medsize,0,-0.02916464085966327
FZ16327,California,8273.111579,No,Premium,College,1/11/2011,Unemployed,F,0,Urban,Divorced,116,6,78,0,3,Personal Auto,Personal L2,Offer1,Web,509.513764,Four-Door Car,Large,0,0.5018059403298833
AW18068,Arizona,9468.509337000001,No,Extended,High School or Below,2/22/2011,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Medsize,0,0.7424295618221928
TF67147,Oregon,2248.4496329999997,Yes,Basic,Bachelor,1/29/2011,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,0,-0.7109083767346323
MD70513,Washington,12759.27844,No,Basic,College,1/20/2011,Employed,M,68351,Suburban,Single,107,16,90,0,2,Personal Auto,Personal L2,Offer1,Branch,725.339771,SUV,Medsize,0,1.4048339989726075
LK57934,Nevada,10569.62547,No,Extended,Bachelor,2/1/2011,Employed,M,45776,Rural,Married,89,2,17,0,2,Personal Auto,Personal L2,Offer1,Agent,95.95081,Four-Door Car,Medsize,0,0.9640750767421455
NP18074,Arizona,4209.682602000001,No,Basic,Bachelor,2/24/2011,Employed,F,57933,Suburban,Married,105,10,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,533.255723,SUV,Small,0,-0.31612849996754366
RO58812,California,4466.101761999999,No,Basic,College,1/14/2011,Unemployed,M,0,Suburban,Single,64,25,33,0,5,Personal Auto,Personal L1,Offer1,Call Center,307.2,Four-Door Car,Medsize,0,-0.26451345678522614
IW78492,Arizona,4127.4952539999995,No,Basic,College,1/14/2011,Unemployed,F,0,Suburban,Single,119,20,89,3,1,Personal Auto,Personal L2,Offer1,Web,856.8,Sports Car,Medsize,0,-0.3326721292191965
RR64429,California,6778.84457,No,Extended,High School or Below,2/25/2011,Unemployed,M,0,Suburban,Single,96,2,84,0,9,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,0,0.2010224255744031
YH24323,California,2511.6979929999998,No,Basic,College,2/3/2011,Medical Leave,F,14906,Suburban,Married,66,31,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,421.63266799999997,Four-Door Car,Small,0,-0.657918672419735
MB12747,Nevada,9788.713108,No,Extended,Bachelor,2/28/2011,Employed,M,31930,Rural,Married,83,19,30,0,2,Personal Auto,Personal L3,Offer1,Branch,37.699658,Four-Door Car,Medsize,0,0.8068839164316765
RX13282,Oregon,12168.744920000001,Yes,Basic,Bachelor,2/5/2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,0,1.2859645153684724
EG40823,Oregon,4303.471379,No,Basic,Bachelor,1/20/2011,Unemployed,F,0,Suburban,Married,116,6,63,0,1,Personal Auto,Personal L2,Offer1,Agent,765.566699,SUV,Medsize,0,-0.29724959959648045
PK23339,Arizona,3417.9537450000003,No,Extended,High School or Below,1/25/2011,Employed,F,72460,Urban,Married,85,9,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,370.018108,Four-Door Car,Medsize,0,-0.4754969307148487
HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/2011,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,0,1.7824920399653508
IK99137,Washington,5515.41017,No,Extended,Bachelor,2/28/2011,Unemployed,M,0,Suburban,Divorced,79,5,62,0,7,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small,0,-0.05329640580319665
ME47990,California,3109.007806,No,Extended,High School or Below,1/31/2011,Employed,M,77485,Urban,Married,77,0,87,0,1,Corporate Auto,Corporate L2,Offer2,Branch,355.909266,Four-Door Car,Medsize,0,-0.5376851774218683
XT10744,Arizona,8595.146837999999,No,Basic,College,2/21/2011,Employed,M,28441,Suburban,Married,73,10,98,0,2,Special Auto,Special L2,Offer2,Call Center,686.020135,Two-Door Car,Small,0,0.5666289582335136
EK19337,Oregon,3040.253837,No,Extended,High School or Below,1/31/2011,Unemployed,F,0,Suburban,Single,83,30,44,0,1,Personal Auto,Personal L3,Offer1,Agent,989.105367,Four-Door Car,Small,0,-0.5515247792632078
QO86948,Nevada,8071.65295,No,Basic,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,0,0.46125399469802975
VY90611,California,2499.036551,No,Basic,Master,1/27/2011,Employed,F,28264,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small,0,-0.6604673153354219
QW60568,California,8888.143979,No,Premium,College,2/6/2011,Employed,M,58789,Rural,Married,111,4,69,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,215.438825,Four-Door Car,Medsize,0,0.6256068446169286
AZ36763,Arizona,11834.734690000001,No,Extended,Bachelor,2/17/2011,Unemployed,F,0,Suburban,Single,85,12,37,0,2,Personal Auto,Personal L2,Offer2,Agent,612.0,Four-Door Car,Medsize,0,1.218731035449164
XX37955,Nevada,14002.378190000001,No,Basic,College,2/22/2011,Employed,M,67627,Suburban,Married,117,5,43,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,561.6,SUV,Medsize,0,1.655059634514735
HW40931,Oregon,10834.869840000001,No,Extended,College,1/6/2011,Employed,F,34612,Suburban,Married,91,8,77,1,2,Special Auto,Special L1,Offer4,Web,655.2,Four-Door Car,Small,0,1.0174665612607623
UL80763,Oregon,4014.4531130000005,Yes,Extended,Doctor,1/8/2011,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L2,Offer2,Agent,475.2,Four-Door Car,Medsize,0,-0.3554265715515737
IB42395,Nevada,9553.415528,No,Premium,College,1/18/2011,Unemployed,M,0,Suburban,Single,146,20,14,0,4,Corporate Auto,Corporate L3,Offer1,Agent,1051.2,SUV,Medsize,0,0.7595204715455965
TH96263,Nevada,10280.80787,No,Extended,High School or Below,2/15/2011,Employed,F,73661,Urban,Married,128,34,47,0,3,Personal Auto,Personal L3,Offer2,Call Center,404.329477,SUV,Medsize,0,0.9059384971830619
ZU91897,California,13265.96256,No,Basic,High School or Below,1/3/2011,Employed,M,34482,Rural,Married,67,4,6,0,2,Personal Auto,Personal L2,Offer1,Agent,83.830109,Four-Door Car,Medsize,0,1.5068252960878257
NS45347,Oregon,5631.451865999999,No,Basic,College,1/3/2011,Medical Leave,F,17291,Suburban,Married,73,3,25,0,5,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,0,-0.02993817800934007
MC73302,Oregon,5511.033294,No,Basic,Bachelor,2/15/2011,Employed,F,36267,Urban,Married,69,21,1,0,8,Personal Auto,Personal L1,Offer1,Agent,263.454037,Four-Door Car,Medsize,0,-0.05417743452095575
WW87934,Arizona,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,0,0.4986969768649113
HZ28612,Washington,5626.572446,No,Basic,College,1/5/2011,Employed,F,59782,Suburban,Married,70,29,51,0,9,Personal Auto,Personal L2,Offer3,Branch,336.0,Four-Door Car,Small,0,-0.030920364652509125
OH11674,Arizona,8068.623946,No,Basic,Bachelor,1/27/2011,Employed,F,51584,Suburban,Divorced,69,11,98,2,2,Corporate Auto,Corporate L1,Offer1,Branch,368.919773,Two-Door Car,Small,0,0.4606442813979027
HV75193,California,2866.5953879999997,No,Basic,Master,2/7/2011,Disabled,F,26924,Urban,Married,73,12,80,0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize,0,-0.5864807799930649
YL91288,California,8923.154803,No,Basic,Master,2/2/2011,Employed,F,98044,Urban,Single,73,5,53,0,2,Personal Auto,Personal L2,Offer3,Branch,347.336864,Four-Door Car,Small,0,0.6326542321546169
TR67616,Oregon,4731.366975,No,Basic,High School or Below,1/14/2011,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize,0,-0.21111777674414903
MR46875,Washington,4860.580033,No,Basic,Master,1/13/2011,Employed,M,41126,Urban,Divorced,61,28,89,0,8,Corporate Auto,Corporate L2,Offer3,Call Center,199.281404,Four-Door Car,Medsize,0,-0.18510826338177258
PA19547,Washington,4779.893422,No,Basic,High School or Below,2/7/2011,Employed,M,54194,Rural,Married,119,9,90,1,1,Personal Auto,Personal L3,Offer1,Agent,112.268583,SUV,Medsize,0,-0.20134980676331973
CP38401,Oregon,8501.652884000001,No,Extended,High School or Below,1/31/2011,Unemployed,M,0,Suburban,Single,136,20,98,3,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize,0,0.5478094032790572
HE99696,Washington,4787.206586,No,Basic,College,2/24/2011,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Small,0,-0.1998777277047214
TE34064,California,2168.523464,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize,0,-0.7269968494694007
PP80817,California,8323.533338,No,Basic,High School or Below,2/2/2011,Employed,F,59886,Rural,Married,104,30,1,0,4,Personal Auto,Personal L2,Offer1,Agent,71.729298,Sports Car,Medsize,0,0.5119554208449641
VD69291,California,2702.692335,No,Basic,College,1/31/2011,Disabled,M,22415,Suburban,Married,69,0,79,0,1,Personal Auto,Personal L1,Offer3,Branch,352.89484300000004,Four-Door Car,Large,0,-0.6194731006851252
SK58227,California,8879.790017,Yes,Basic,High School or Below,2/3/2011,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L2,Offer1,Agent,528.2008599999999,SUV,Small,0,0.6239252615816614
CW57351,Nevada,10662.63422,No,Extended,College,1/24/2011,Employed,F,62409,Urban,Divorced,89,16,50,0,2,Personal Auto,Personal L2,Offer2,Agent,392.68643199999997,Four-Door Car,Small,0,0.9827969641689016
AH99727,Arizona,5623.314472,No,Basic,Bachelor,1/5/2011,Disabled,F,11612,Suburban,Married,71,20,92,0,5,Personal Auto,Personal L3,Offer2,Branch,340.8,Four-Door Car,Medsize,0,-0.031576167708321626
IK96366,California,5551.398167,No,Extended,College,2/22/2011,Employed,M,36918,Suburban,Divorced,76,28,77,3,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Medsize,0,-0.046052321471900456
II16403,California,7607.983712,No,Basic,College,2/13/2011,Employed,F,31456,Rural,Single,199,5,61,0,1,Personal Auto,Personal L3,Offer1,Branch,436.695385,Luxury SUV,Medsize,0,0.3679212353922027
BP54465,Arizona,10546.65545,No,Extended,Master,1/14/2011,Employed,F,43922,Rural,Married,88,26,88,0,2,Personal Auto,Personal L3,Offer2,Web,108.70138100000001,Four-Door Car,Medsize,0,0.9594514028552226
NG27780,Oregon,2520.12318,No,Basic,College,1/15/2011,Unemployed,M,0,Rural,Married,70,18,47,0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.043197,Four-Door Car,Medsize,0,-0.6562227523846482
WY80801,California,19357.79964,No,Premium,High School or Below,1/5/2011,Employed,F,25561,Suburban,Married,163,3,25,0,2,Corporate Auto,Corporate L1,Offer2,Agent,983.3749849999999,SUV,Medsize,1,2.733061408646048
SK27185,California,6672.05628,No,Premium,College,1/16/2011,Employed,F,50537,Rural,Married,165,10,35,0,1,Personal Auto,Personal L3,Offer1,Branch,60.005031,SUV,Medsize,0,0.17952683140852294
TT82373,California,10937.1785,No,Extended,Bachelor,1/8/2011,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal Auto,Personal L2,Offer1,Branch,938.513425,Sports Car,Medsize,0,1.038060443183724
HO29524,California,3034.646997,No,Extended,College,2/4/2011,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.38294300000001,Two-Door Car,Medsize,0,-0.5526533894993397
EW67766,California,4727.8341,No,Extended,College,1/11/2011,Unemployed,F,0,Suburban,Married,127,24,58,0,1,Personal Auto,Personal L2,Offer1,Agent,609.6,SUV,Small,0,-0.21182891508374396
AS17174,Oregon,2471.5284309999997,Yes,Basic,High School or Below,1/15/2011,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize,0,-0.6660044709897202
UG34438,Washington,10990.59477,No,Extended,College,1/16/2011,Employed,F,44552,Rural,Married,137,7,42,0,3,Personal Auto,Personal L3,Offer1,Branch,311.10358199999996,SUV,Medsize,0,1.0488126938450564
FY70464,Oregon,7218.16275,No,Premium,Bachelor,1/18/2011,Employed,F,95058,Rural,Married,177,11,90,0,1,Personal Auto,Personal L3,Offer2,Agent,89.712324,SUV,Small,0,0.28945351953585774
VT87641,Washington,6646.749298,No,Extended,Bachelor,2/16/2011,Employed,F,95815,Suburban,Married,82,6,95,0,3,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Small,0,0.17443274651742455
EX61844,Arizona,14019.97546,No,Basic,High School or Below,2/27/2011,Employed,M,36733,Urban,Married,71,21,28,0,2,Personal Auto,Personal L2,Offer2,Agent,327.078047,Four-Door Car,Medsize,0,1.6586018185346063
VM85856,Oregon,2574.020376,Yes,Basic,Master,1/14/2011,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,0,-0.6453736953214169
PB16956,Oregon,7842.377593000001,No,Extended,College,2/28/2011,Employed,F,51001,Urban,Married,99,13,49,1,3,Personal Auto,Personal L1,Offer1,Agent,291.890464,Four-Door Car,Medsize,0,0.41510277318948
MO56878,California,15488.43196,No,Basic,Bachelor,1/5/2011,Employed,M,33799,Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Offer2,Agent,664.980242,SUV,Small,0,1.954189892603858
XY33610,Washington,15695.53941,No,Basic,College,1/27/2011,Employed,M,97750,Urban,Divorced,65,15,51,0,2,Personal Auto,Personal L3,Offer2,Agent,303.002922,Four-Door Car,Medsize,0,1.9958788988978091
RY47606,California,3843.965188,No,Extended,Bachelor,1/16/2011,Employed,M,43987,Suburban,Married,96,29,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medsize,0,-0.3897443721829258
HW99293,Arizona,2869.7438829999996,No,Basic,Bachelor,1/21/2011,Employed,M,21234,Suburban,Married,73,8,23,0,1,Personal Auto,Personal L3,Offer2,Agent,378.333708,Four-Door Car,Medsize,0,-0.5858470141489514
AT36002,Washington,13579.29911,No,Basic,College,2/4/2011,Unemployed,F,0,Suburban,Single,193,30,38,0,7,Personal Auto,Personal L1,Offer1,Agent,1610.2619140000002,Luxury SUV,Medsize,0,1.569897336253812
PR13091,Oregon,9206.429640999999,No,Basic,College,1/23/2011,Employed,F,55542,Urban,Single,117,1,76,0,5,Personal Auto,Personal L3,Offer1,Web,310.651386,Sports Car,Medsize,0,0.6896750998457599
YD87931,Washington,4951.656084,No,Basic,Doctor,1/10/2011,Employed,M,46896,Rural,Married,62,9,33,1,4,Personal Auto,Personal L3,Offer2,Agent,31.707317,Four-Door Car,Medsize,0,-0.16677541218126174
HY46017,California,2776.772734,No,Basic,College,2/26/2011,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Offer2,Web,62.625841,Four-Door Car,Large,0,-0.6045613328072945
XV84099,Arizona,5504.1390329999995,Yes,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,0,-0.05556519189144705
XH46220,California,3746.751625,Yes,Extended,College,2/26/2011,Employed,F,41479,Rural,Married,94,14,38,1,1,Corporate Auto,Corporate L2,Offer2,Call Center,19.575682999999998,Two-Door Car,Large,0,-0.4093126534773188
ND43316,Oregon,4027.703503,No,Basic,High School or Below,2/10/2011,Employed,M,27782,Suburban,Married,103,20,54,0,1,Personal Auto,Personal L3,Offer2,Agent,517.1008870000001,SUV,Small,0,-0.3527593783042651
LU17507,California,39033.082480000005,No,Basic,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Married,180,11,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,864.0,Luxury SUV,Medsize,1,6.693532121563586
BK21146,Arizona,22103.5072,Yes,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,SUV,Medsize,1,3.2857494927791384
ER29107,Oregon,6369.262355,Yes,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,0,0.11857693392731095
RU94434,Oregon,12157.32992,Yes,Premium,High School or Below,2/27/2011,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,0,1.2836667708554408
HV93429,Oregon,5176.579135,No,Basic,Master,2/4/2011,Employed,F,23636,Rural,Married,65,19,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,81.452537,Four-Door Car,Large,0,-0.12150027365392371
PV26437,California,7319.575712000001,No,Basic,Bachelor,1/12/2011,Employed,F,57777,Urban,Married,61,21,11,1,2,Corporate Auto,Corporate L3,Offer1,Agent,273.879927,Four-Door Car,Medsize,0,0.3098671049047388
YR10848,California,4118.588554,Yes,Premium,Bachelor,1/28/2011,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,0,-0.33446497381439727
SZ94413,California,3286.4409149999997,No,Extended,High School or Below,2/28/2011,Employed,M,30706,Urban,Married,84,6,34,0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize,0,-0.5019693690438677
TR18337,Nevada,11516.40557,No,Basic,College,1/5/2011,Employed,F,50854,Rural,Divorced,73,15,72,0,2,Personal Auto,Personal L2,Offer1,Branch,101.48942199999999,Four-Door Car,Small,0,1.154654032486557
UY95661,California,4971.727892,No,Basic,Master,2/26/2011,Employed,M,49161,Urban,Married,63,16,41,2,3,Personal Auto,Personal L2,Offer3,Branch,171.74694499999998,Two-Door Car,Medsize,0,-0.16273512425321776
BN14307,Oregon,4692.660787,No,Basic,College,2/2/2011,Unemployed,M,0,Suburban,Single,69,24,23,0,8,Personal Auto,Personal L2,Offer2,Call Center,549.271947,Two-Door Car,Medsize,0,-0.21890901030502224
EC22495,Oregon,3145.456489,No,Extended,High School or Below,2/7/2011,Employed,M,52082,Suburban,Married,79,2,47,0,1,Personal Auto,Personal L3,Offer4,Branch,379.2,Four-Door Car,Small,0,-0.5303483608322515
FH77504,California,11009.130490000001,Yes,Premium,Bachelor,1/24/2011,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,0,1.0525437800408595
WZ53904,Arizona,2659.980563,No,Basic,Bachelor,1/11/2011,Employed,M,21297,Rural,Single,71,26,56,0,1,Personal Auto,Personal L3,Offer2,Agent,45.507952,Four-Door Car,Medsize,0,-0.6280706249737676
WP55297,Washington,4629.970602,No,Basic,Bachelor,1/10/2011,Unemployed,M,0,Suburban,Single,70,23,32,0,7,Personal Auto,Personal L1,Offer2,Branch,754.945216,Four-Door Car,Large,0,-0.231528022885371
CP47989,Oregon,17208.056419999997,No,Basic,High School or Below,2/4/2011,Employed,F,29734,Suburban,Divorced,63,12,86,0,2,Corporate Auto,Corporate L2,Offer4,Web,649.83837,Two-Door Car,Medsize,0,2.3003359869919286
OZ92426,Oregon,2364.43161,No,Basic,College,1/18/2011,Employed,M,46264,Urban,Single,62,17,75,0,1,Corporate Auto,Corporate L1,Offer4,Branch,199.37361,Four-Door Car,Medsize,0,-0.6875621698785392
MW46400,California,7634.855287,No,Premium,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Single,106,9,64,0,3,Corporate Auto,Corporate L3,Offer1,Branch,763.2,Four-Door Car,Medsize,0,0.37333025983484536
SJ95423,Arizona,8819.018934,Yes,Basic,High School or Below,1/10/2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,0,0.6116925482646018
LD22387,California,6225.022266,No,Extended,High School or Below,1/16/2011,Employed,F,53078,Urban,Married,79,29,81,2,8,Corporate Auto,Corporate L3,Offer2,Branch,200.97608,Four-Door Car,Medsize,0,0.08954260426818425
QS75550,Washington,2480.0458989999997,No,Basic,Bachelor,1/7/2011,Employed,F,93383,Urban,Single,62,31,64,0,1,Corporate Auto,Corporate L2,Offer1,Branch,244.21228599999998,Two-Door Car,Medsize,0,-0.6642899755572259
AP63665,Oregon,7166.3434689999995,No,Extended,Bachelor,1/12/2011,Employed,F,59253,Rural,Divorced,89,17,70,0,3,Personal Auto,Personal L1,Offer2,Agent,67.801384,Four-Door Car,Medsize,0,0.2790227294712943
PT50287,Oregon,2959.819985,No,Basic,Bachelor,2/27/2011,Employed,F,69746,Urban,Divorced,74,17,91,0,1,Personal Auto,Personal L1,Offer1,Call Center,225.032781,Four-Door Car,Medsize,0,-0.5677154443613236
CR20811,California,10660.89661,No,Extended,Bachelor,2/24/2011,Employed,F,60642,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medsize,0,0.9824471977349736
EO17010,California,4751.280948,No,Basic,Master,2/12/2011,Employed,M,30887,Urban,Married,119,15,18,0,1,Personal Auto,Personal L3,Offer3,Agent,444.167713,SUV,Large,0,-0.20710925968822194
FR81224,Oregon,5494.87251,No,Basic,Master,2/7/2011,Employed,M,89205,Rural,Married,68,28,86,0,6,Personal Auto,Personal L2,Offer2,Agent,165.523154,Two-Door Car,Medsize,0,-0.05743046586237382
SP58110,California,4923.181689999999,No,Basic,Bachelor,1/16/2011,Employed,F,61469,Suburban,Married,63,16,65,5,3,Personal Auto,Personal L3,Offer3,Branch,302.4,Four-Door Car,Small,0,-0.172507070751161
IS55638,California,15503.723090000001,No,Basic,College,2/18/2011,Employed,F,29932,Suburban,Married,64,34,5,0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize,0,1.957267869831677
NN71951,California,24261.01777,No,Basic,High School or Below,1/27/2011,Employed,F,66525,Rural,Married,100,0,86,0,2,Personal Auto,Personal L3,Offer1,Agent,104.331355,SUV,Medsize,1,3.7200384173542633
RW82766,Oregon,7724.052993000001,No,Basic,Bachelor,1/30/2011,Employed,F,46988,Rural,Single,195,8,69,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,294.762659,Luxury SUV,Medsize,0,0.3912850158170182
PQ65328,Oregon,2839.298304,No,Basic,High School or Below,2/4/2011,Employed,M,71460,Rural,Married,74,11,77,5,1,Personal Auto,Personal L3,Offer2,Call Center,93.951709,Four-Door Car,Medsize,0,-0.5919754558566445
BY88757,California,5182.4622659999995,No,Extended,Master,2/3/2011,Unemployed,M,0,Suburban,Married,135,2,41,1,1,Personal Auto,Personal L3,Offer1,Call Center,939.528475,SUV,Large,0,-0.12031604833857594
MC20349,California,5208.35385,No,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Single,74,35,2,0,3,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Medsize,0,-0.11510428792949164
CN91738,Oregon,2520.301352,No,Basic,Bachelor,2/16/2011,Employed,M,56228,Urban,Single,65,4,79,0,1,Personal Auto,Personal L3,Offer2,Call Center,276.877348,Two-Door Car,Medsize,0,-0.6561868878436604
ZV55368,California,5709.358709,No,Basic,High School or Below,2/27/2011,Employed,M,75650,Rural,Married,71,24,53,0,8,Corporate Auto,Corporate L2,Offer4,Agent,104.918485,Four-Door Car,Medsize,0,-0.014256178795072747
YK92080,California,3436.448003,No,Extended,College,2/1/2011,Employed,F,30509,Suburban,Single,88,15,76,0,1,Personal Auto,Personal L2,Offer1,Branch,442.964578,Four-Door Car,Medsize,0,-0.47177419047463065
RQ19236,Arizona,8042.803784000001,No,Basic,Doctor,1/5/2011,Employed,M,55411,Urban,Married,100,24,53,0,4,Personal Auto,Personal L2,Offer2,Web,259.561195,Sports Car,Medsize,0,0.45544689764309904
MU97512,Oregon,7398.873941,No,Basic,Bachelor,2/2/2011,Employed,M,27383,Suburban,Married,188,33,25,0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury Car,Medsize,0,0.3258291785427473
EW34780,California,11315.20373,Yes,Premium,Bachelor,2/16/2011,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize,0,1.1141537763436
KT46283,California,4686.469674,Yes,Basic,College,2/12/2011,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Medsize,0,-0.22015522983417757
LX24476,Oregon,3619.060986,No,Extended,Bachelor,1/24/2011,Unemployed,F,0,Urban,Married,98,27,47,0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,Medsize,0,-0.435015716563411
